,date,open,high,low,close,volume
0,1618531200000000000,2053,2057,2000,2044,200363
1,1618790400000000000,2039,2048,1991,2018,199863
2,1618876800000000000,2017,2048,2000,2049,195916
3,1618963200000000000,2039,2066,2031,2049,279103
4,1619049600000000000,2048,2084,2039,2053,232136
5,1619136000000000000,2048,2106,2044,2097,381692
6,1619395200000000000,2097,2159,2088,2159,401700
7,1619481600000000000,2177,2185,2123,2164,500863
8,1619568000000000000,2159,2230,2137,2150,608245
9,1619654400000000000,2146,2168,2106,2155,288059
10,1619740800000000000,2146,2154,2066,2071,443581
11,1620000000000000000,1769,1792,1659,1717,2907535
12,1620086400000000000,1707,1721,1668,1721,498038
13,1620259200000000000,1721,1747,1703,1748,245753
14,1620345600000000000,1752,1823,1730,1814,331699
15,1620604800000000000,1845,2026,1814,1956,1268416
16,1620691200000000000,1955,1964,1867,1898,450315
17,1620777600000000000,1911,1915,1867,1867,146068
18,1620864000000000000,1805,1898,1792,1872,187581
19,1620950400000000000,1849,1902,1849,1898,127896
20,1621209600000000000,1907,1977,1893,1947,246363
21,1621296000000000000,1938,2008,1924,1947,216469
22,1621468800000000000,1955,1969,1911,1938,93245
23,1621555200000000000,1938,2070,1920,2066,443099
24,1621814400000000000,2035,2035,1862,1889,452161
25,1621900800000000000,1889,1911,1862,1889,139872
26,1621987200000000000,1889,1991,1889,1978,316872
27,1622073600000000000,1977,1995,1924,1947,135245
28,1622160000000000000,1951,2004,1933,1973,197158
29,1622419200000000000,1995,2017,1946,1996,238523
30,1622505600000000000,1995,2026,1955,1982,111913
31,1622592000000000000,1986,2044,1982,2044,224874
32,1622678400000000000,2048,2061,2000,2035,282590
33,1622764800000000000,2039,2092,2017,2084,397336
34,1623024000000000000,2088,2110,2075,2111,344226
35,1623110400000000000,2110,2203,2101,2199,527881
36,1623196800000000000,2199,2199,2132,2146,433513
37,1623283200000000000,2106,2177,2053,2075,581669
38,1623369600000000000,2084,2097,2008,2049,261420
39,1623628800000000000,2048,2079,1991,2053,232145
40,1623715200000000000,2053,2101,2022,2093,139352
41,1623801600000000000,2092,2110,2061,2062,75576
42,1623888000000000000,2061,2066,1915,2044,244862
43,1623974400000000000,2044,2088,2026,2053,65338
44,1624233600000000000,2053,2057,2013,2040,85722
45,1624320000000000000,2031,2199,2031,2089,496870
46,1624406400000000000,2123,2495,2084,2128,5434930
47,1624492800000000000,2150,2150,2039,2049,526058
48,1624579200000000000,2039,2061,1955,2049,230167
49,1624838400000000000,2057,2261,2048,2173,1284153
50,1624924800000000000,2172,2172,2000,2071,572499
51,1625011200000000000,2075,2110,2035,2084,198134
52,1625097600000000000,2084,2137,2053,2128,266547
53,1625184000000000000,2132,2190,2088,2159,361502
54,1625443200000000000,2119,2243,2097,2173,922374
55,1625529600000000000,2177,2296,2168,2297,922488
56,1625616000000000000,2296,2429,2208,2292,2064164
57,1625702400000000000,2292,2327,2194,2248,723339
58,1625788800000000000,2265,2606,2212,2301,7335867
59,1626048000000000000,2278,2477,2274,2465,3666425
60,1626134400000000000,2411,2526,2367,2469,2278225
61,1626220800000000000,2517,2526,2393,2416,1250103
62,1626307200000000000,2411,2482,2340,2394,901416
63,1626393600000000000,2393,2398,2354,2394,431227
64,1626652800000000000,2385,2517,2358,2425,1189150
65,1626739200000000000,2407,2522,2349,2412,1435942
66,1626825600000000000,2415,2477,2367,2389,546094
67,1626912000000000000,2380,2402,2358,2394,391696
68,1626998400000000000,2393,2420,2358,2367,311811
69,1627257600000000000,2367,2389,2318,2385,502989
70,1627344000000000000,2610,2930,2420,2480,7874013
71,1627430400000000000,2425,2490,2350,2375,561698
72,1627516800000000000,2375,2445,2360,2395,289754
73,1627603200000000000,2395,2425,2330,2345,250830
74,1627862400000000000,2335,2340,2140,2250,350515
75,1627948800000000000,2260,2315,2235,2300,165335
76,1628035200000000000,2300,2375,2275,2355,146883
77,1628121600000000000,2395,2975,2335,2755,20966813
78,1628208000000000000,2795,3495,2705,3160,22172390
79,1628467200000000000,3125,3335,3095,3100,5745637
80,1628553600000000000,3065,3100,2900,2910,1900979
81,1628640000000000000,2895,2940,2760,2865,943307
82,1628726400000000000,2830,2870,2755,2860,731235
83,1628812800000000000,2810,2885,2715,2855,699615
84,1629158400000000000,2800,2855,2650,2680,684298
85,1629244800000000000,2515,2950,2515,2650,1013493
86,1629331200000000000,2630,2630,2370,2425,593814
87,1629417600000000000,2430,2440,2305,2340,374331
88,1629676800000000000,2350,2390,2300,2390,236541
89,1629763200000000000,2390,2495,2390,2430,278855
90,1629849600000000000,2470,2745,2405,2575,1518456
91,1629936000000000000,2600,2710,2535,2590,641514
92,1630022400000000000,2590,2670,2515,2585,321104
93,1630281600000000000,2600,2730,2435,2490,1172581
94,1630368000000000000,2490,2890,2365,2740,2690614
95,1630454400000000000,2690,2710,2540,2610,977056
96,1630540800000000000,2610,2610,2455,2455,590070
97,1630627200000000000,2515,2940,2515,2650,9193701
98,1630886400000000000,2610,2695,2480,2635,1310131
99,1630972800000000000,2625,2795,2600,2730,1358013
100,1631059200000000000,2640,2680,2575,2580,701313
101,1631145600000000000,2555,2605,2450,2480,470439
102,1631232000000000000,2480,2530,2410,2510,298950
103,1631491200000000000,2510,2510,2395,2400,208434
104,1631577600000000000,2395,2480,2395,2470,144624
105,1631664000000000000,2485,2545,2460,2495,238609
106,1631750400000000000,2500,2500,2405,2425,213795
107,1631836800000000000,2425,2430,2385,2430,104066
108,1632355200000000000,2430,2545,2380,2495,350342
109,1632441600000000000,2505,2630,2505,2565,680688
110,1632700800000000000,2130,2170,2040,2070,3671440
111,1632787200000000000,2070,2070,1925,1985,1302226
112,1632873600000000000,1915,1965,1900,1950,691232
113,1632960000000000000,1950,2060,1950,1975,1141352
114,1633046400000000000,1990,2155,1925,1975,1930688
115,1633392000000000000,1975,2060,1950,2025,994714
116,1633478400000000000,2025,2040,1965,1980,508993
117,1633564800000000000,1980,2005,1960,1985,356621
118,1633651200000000000,1980,1995,1940,1940,388507
119,1633996800000000000,1940,1960,1925,1935,284110
120,1634083200000000000,1930,1960,1915,1935,181163
121,1634169600000000000,1935,2000,1935,1995,326081
122,1634256000000000000,2000,2030,1980,2010,440578
123,1634515200000000000,2020,2165,1955,2025,2230914
124,1634601600000000000,2065,2065,2015,2025,379328
125,1634688000000000000,2050,2060,1975,1980,856488
126,1634774400000000000,1990,2020,1945,1975,864919
127,1634860800000000000,1975,2110,1975,2050,1573059
128,1635120000000000000,2050,2165,1985,2005,2170259
129,1635206400000000000,2025,2030,1975,2000,956940
130,1635292800000000000,2010,2150,1985,2115,3477431
131,1635379200000000000,2065,2095,2020,2040,987906
132,1635465600000000000,2025,2060,1985,1995,983729
133,1635724800000000000,1995,2500,1995,2375,11391265
134,1635811200000000000,2330,2415,2215,2390,4088090
135,1635897600000000000,2340,2625,2260,2455,11020634
136,1635984000000000000,2475,2530,2280,2280,2958715
137,1636070400000000000,2280,2325,2155,2185,1594473
138,1636329600000000000,2180,2215,2085,2200,1167553
139,1636416000000000000,2170,2470,2155,2445,5458420
140,1636502400000000000,2455,2530,2310,2445,3962493
141,1636588800000000000,2410,2695,2345,2630,14053221
142,1636675200000000000,2670,2670,2495,2530,2617933
143,1636934400000000000,2530,2650,2445,2615,2786827
144,1637020800000000000,2580,2640,2480,2625,1621733
145,1637107200000000000,2625,3410,2585,3410,11233072
146,1637193600000000000,3550,4135,3330,3810,43771508
147,1637280000000000000,3770,3935,3550,3555,7651674
148,1637539200000000000,3575,3765,3195,3320,6123900
149,1637625600000000000,3160,4090,3160,3450,22191087
150,1637712000000000000,3415,3980,3405,3890,18312827
151,1637798400000000000,3815,5050,3765,4615,41626397
152,1637884800000000000,4625,4890,4375,4615,16931357
153,1638144000000000000,4385,4850,4250,4615,10064716
154,1638230400000000000,4770,4820,4080,4160,6712413
155,1638316800000000000,4245,4325,3750,4240,9192760
156,1638403200000000000,4110,4245,3830,3885,4511049
157,1638489600000000000,3875,4225,3780,4110,7225391
158,1638748800000000000,3915,4240,3795,4100,4891708
159,1638835200000000000,4050,4180,3870,4085,2054354
160,1638921600000000000,4105,4200,3950,3975,3058521
161,1639008000000000000,3980,4165,3880,4135,4407328
162,1639094400000000000,4120,4530,4020,4200,7128380
163,1639353600000000000,4060,4110,3830,3865,3016397
164,1639440000000000000,3745,3830,3465,3550,3811536
165,1639526400000000000,3565,3690,3275,3495,3363032
166,1639612800000000000,3590,3775,3400,3500,5492182
167,1639699200000000000,3420,3600,3395,3450,1647539
168,1639958400000000000,3450,3460,3245,3265,1329583
169,1640044800000000000,3270,3510,3175,3335,1991663
170,1640131200000000000,3725,3930,3445,3500,11362452
171,1640217600000000000,3625,3930,3450,3510,6573928
172,1640304000000000000,3530,3540,3360,3360,1530728
173,1640563200000000000,3360,3370,3200,3215,1113568
174,1640649600000000000,3235,3540,3150,3455,3688625
175,1640736000000000000,3470,3730,3455,3695,4099699
176,1640822400000000000,3615,3850,3480,3680,2073280
177,1641168000000000000,3920,3990,3665,3710,2388009
178,1641254400000000000,3710,3710,3530,3570,1158326
179,1641340800000000000,3565,3565,3380,3385,996433
180,1641427200000000000,3305,3455,3210,3210,1112229
181,1641513600000000000,3250,3440,3250,3420,1189583
182,1641772800000000000,3400,3590,3280,3465,1248256
183,1641859200000000000,3440,3440,3285,3320,709720
184,1641945600000000000,3345,3400,3290,3380,737069
185,1642032000000000000,3380,3425,3290,3330,631498
186,1642118400000000000,3330,3350,3210,3260,522581
187,1642377600000000000,3260,3285,2990,3100,998348
188,1642464000000000000,3070,3130,2915,3000,644266
189,1642550400000000000,2980,3130,2860,2925,1052595
190,1642636800000000000,2945,3055,2865,3010,588838
191,1642723200000000000,3000,3160,2950,2995,963456
192,1642982400000000000,2900,2930,2710,2765,782066
193,1643068800000000000,2655,2795,2505,2580,1161841
194,1643155200000000000,2625,2680,2500,2605,577850
195,1643241600000000000,2695,2695,2410,2500,659746
196,1643328000000000000,2500,2540,2330,2505,774188
197,1643846400000000000,2540,2645,2525,2565,546911
198,1643932800000000000,2500,2640,2450,2605,641835
199,1644192000000000000,2620,2690,2580,2660,518837
200,1644278400000000000,2650,2720,2580,2625,622076
201,1644364800000000000,2690,2695,2630,2650,249103
202,1644451200000000000,2630,2645,2505,2510,550841
203,1644537600000000000,2550,2555,2410,2485,661071
204,1644796800000000000,2480,2480,2225,2285,767656
205,1644883200000000000,2285,2340,2200,2245,358542
206,1644969600000000000,2295,2350,2035,2205,3101966
207,1645056000000000000,2210,2265,2080,2195,2530043
208,1645142400000000000,2150,2205,2110,2185,663007
209,1645401600000000000,2170,2210,2075,2185,771214
210,1645488000000000000,2150,2185,2070,2075,800682
211,1645574400000000000,2075,2155,2070,2100,538007
212,1645660800000000000,2070,2070,1995,2000,802462
213,1645747200000000000,2035,2060,1965,2000,1049149
214,1646006400000000000,2010,2135,1990,2090,1361349
215,1646179200000000000,2085,2085,1980,2020,1491368
216,1646265600000000000,2020,2075,2010,2075,1375193
217,1646352000000000000,2160,2180,1825,1905,5652375
218,1646611200000000000,1900,1980,1830,1975,1668414
219,1646697600000000000,1975,1985,1905,1930,1007217
220,1646870400000000000,1955,2020,1850,1895,1763222
221,1646956800000000000,1910,2055,1900,2035,1944315
222,1647216000000000000,2045,2055,1920,1975,1322584
223,1647302400000000000,1965,2025,1940,1975,764771
224,1647388800000000000,2010,2090,1945,2085,1146495
225,1647475200000000000,2105,2300,2055,2210,4367672
226,1647561600000000000,2280,2390,2250,2330,5000143
227,1647820800000000000,2330,2370,2240,2300,1693838
228,1647907200000000000,2300,2375,2255,2335,1367482
229,1647993600000000000,2335,2335,2060,2245,4416187
230,1648080000000000000,2220,2230,2135,2205,1064938
231,1648166400000000000,2205,2255,2170,2250,818557
232,1648425600000000000,2250,2250,2145,2165,808489
233,1648512000000000000,2185,2265,2150,2235,801263
234,1648598400000000000,2240,2315,2160,2180,1587448
235,1648684800000000000,2170,2180,2105,2120,1092736
236,1648771200000000000,2120,2120,2030,2070,1008151
237,1649030400000000000,2085,2690,2030,2690,15790145
238,1649116800000000000,2795,3420,2690,3060,43259981
239,1649203200000000000,2940,3270,2660,2970,32110271
240,1649289600000000000,2945,3210,2840,2960,11733908
241,1649376000000000000,3090,3190,2970,3060,6647617
242,1649635200000000000,3225,3230,3015,3095,5255960
243,1649721600000000000,3070,3070,2840,2950,2295706
244,1649808000000000000,2905,2945,2770,2855,2438321
245,1649894400000000000,2860,2945,2820,2855,1370673
246,1649980800000000000,2770,2795,2600,2730,2053509
